Site,Site_name,Lat,Lon
028012,KOOLBURRA,-15.3167,143.9558
028013,MAITLAND DOWNS STATION,-16.2217,144.7081
028014,LILYVALE STATION,-14.4894,143.6775
028015,WROTHAM PARK,-16.6622,143.9969
028016,MARY VALLEY STATION,-15.0439,143.7614
028017,SILVER PLAINS STATION,-13.9772,143.55
028018,KALINGA,-15.1994,143.8556
028019,RESTORATION ISLAND,-12.6175,143.4475
028020,MOUNT MULGRAVE,-16.3772,143.9844
028021,CROCKODILE,-15.7167,144.6667
028022,GAMBOOLA STATION,-16.5419,143.6694
028023,LAKEFIELD NATIONAL PARK,-14.9258,144.1994
028024,BIZANT,-14.7364,144.1175
028025,PINNACLE,-15.6867,143.5633
028026,KILLARNEY,-15.4258,143.4947
028027,KIMBA,-15.6119,143.4786
028028,BULIMBA STATION,-16.8717,143.4733
028029,BATHURST HEADS,-14.4,144.2167
028030,ST GEORGE,-15.5667,144.0167
028031,VIOLET VALE STATION,-14.7317,143.5864
028032,NYCHUM STATION,-16.8339,144.4217
028033,FAIRLIGHT,-15.7453,144.045
028034,MELSONBY STATION,-15.2417,144.8108
028035,LOTUS BIRD LODGE,-14.7117,143.7303
028036,HICKS ISLAND,-11.9833,143.25
029000,ALMORA STATION,-18.2952,139.2828
029001,AUGUSTUS DOWNS STATION,-18.5447,139.8706
029002,ARIZONA,-19.5319,141.3531
029003,AUCKLAND DOWNS STATION,-20.25,141.7667
029004,BURKETOWN POST OFFICE,-17.7425,139.5475
029005,BUNDA BUNDA,-20.0744,142.2089
029006,CABANDA STATION,-20.1833,141.45
029007,CANOBIE,-19.4764,140.9317
029008,CLONCURRY MCILLWRAITH ST,-20.7087,140.5182
029009,CLONCURRY AERO,-20.6717,140.5083
029010,CONSENTES STATION,-20.2667,141.6167
029011,CROWFELS STATION,-20.1669,141.8514
029012,CROYDON TOWNSHIP,-18.2044,142.2447
029013,DONORS HILL STATION,-18.7139,140.5472
029014,DUNBAR STATION,-16.0414,142.3786
029015,EDDINGTON STATION,-20.6528,141.5486
029016,ESMERALDA STATION,-18.8525,142.5742
029017,EULOLO STATION,-21.2333,141.55
029018,EUTHELLA STATION,-20.05,142.3167
029019,GILBERT RIVER POST OFFICE,-18.15,142.85
029020,GILLIAT POST OFFICE,-20.7,141.5
029021,GLENCOE STATION,-17.3667,141.5
029022,GRANADA STATION,-20.0919,140.3675
029023,IFFLEY STATION,-18.8702,141.2075
029024,CHADSHUNT STATION,-18.1333,142.85
029025,JULIA CREEK POST OFFICE,-20.6569,141.7458
029026,KAJABBI KALKADOON HOTEL,-20.0303,140.0378
029027,KAMILAROI STATION,-19.36,140.0414
029028,KARUMBA AIRPORT,-17.4553,140.8314
029029,KOOLATAH STATION,-15.8931,142.4439
029030,LANDS END STATION,-20.4247,141.4047
029031,LAWN HILL,-18.5806,138.5811
029032,LORRAINE,-19.0067,139.8961
029033,MACARONI STATION,-16.65,141.45
029034,MCKINLAY ROADHOUSE,-21.2718,141.2886
029035,MILGARRA,-18.205,140.8867
029036,MILLUNGERA STATION,-19.8581,141.5567
029037,MIRANDA DOWNS STATION,-17.3297,141.8797
029038,KOWANYAMA AIRPORT,-15.4818,141.7483
029039,MORNINGTON ISLAND,-16.664,139.1837
029040,MORSTONE STATION,-19.5261,138.3664
029041,NORMANTON POST OFFICE,-17.6706,141.0672
029042,OORINDI RAILWAY STATION,-20.7,141.0667
029043,OXTON DOWNS STATION,-20.55,141.9333
029044,PROSPECT STATION,-18.9167,142.25
029045,STRATHMORE,-17.8619,142.5603
029046,BLACKBULL SIDING,-17.9408,141.755
029047,UNDILLA STATION,-19.6241,138.6387
029048,VANROOK STATION,-16.9683,141.9547
029049,WERRINA STATION,-20.4436,141.4553
029050,WONDOOLA STATION,-18.5736,140.8972
029051,ZONIA DOWNS,-20.0158,141.905
029052,PORMPURAAW TOWNSHIP,-14.8989,141.6192
029053,DORA VALE STATION,-19.4667,141.2667
029054,INORUNIE STATION,-18.2092,142.6575
029055,LYRIAN DOWNS STATION,-19.4667,141.2167
029056,MILGERY STATION,-21.4333,141.4167
029057,STIRLING STATION,-17.1833,141.7108
029058,JULIA CREEK AIRPORT,-20.6672,141.7214
029059,BANG BANG STATION,-18.5333,140.65
029060,CORINDA STATION,-17.8833,138.5833
029061,HERBERT VALE,-18.9519,138.053
029062,WURUNG STATION,-19.25,140.6333
029063,NORMANTON AIRPORT,-17.6872,141.0733
029064,PICKWICK STATION,-20.3167,139.75
029065,NARDOO STATION,-18.7881,139.7119
029066,RIVERSLEIGH STATION,-19.0284,138.74
029067,GILBERT RIVER,-18.1833,142.8667
029068,PUNJAUB STATION,-18.1689,139.1381
029069,WESTMORELAND STATION,-17.3383,138.2508
029070,GREEN CREEK,-18.05,142.0
029071,FLORAVILLE DOWNS STATION,-18.2281,139.8739
029072,KARUMBA PILOT STATION,-17.4667,140.8333
029073,NORMANTON HOSPITAL,-17.6833,141.0833
029074,WALLABADAH STATION,-17.9667,142.3333
029075,FORT CONSTANTINE STATION,-20.4744,140.5825
029076,MAGOWRA STATION,-17.7792,140.8794
029077,BURKETOWN AIRPORT,-17.7483,139.5356
029078,COTSWOLD STATION,-20.2508,140.655
029079,KARUMBA LODGE,-17.4833,140.8333
029080,NORFOLK STATION,-19.3142,138.3322
029081,GREGORY DOWNS STATION,-18.503,139.2903
029082,MITTAGONG STATION,-18.3883,142.2586
029083,ARMRAYNALD STATION,-17.6595,139.7565
029084,CLEANSKIN STATION,-19.1,140.8833
029085,INKERMAN STATION,-16.2333,141.4167
029086,COWAN DOWNS STATION,-18.9611,140.5386
029087,GREGORY DOWNS HOTEL,-18.65,139.25
029088,DIPVALE STATION,-20.3667,140.2833
029089,CLONAGH STATION,-20.1412,140.6808
029090,TOORAK RESEARCH STATION,-21.0344,141.8008
029091,COOLULLAH STATION,-19.8253,140.1608
029092,BRINARD STATION,-19.8392,140.9336
029093,DOOMADGEE SHARP STREET,-17.9431,138.8219
029094,MAMMOTH MINE,-19.6881,139.3661
029095,GLENORE STATION,-17.8667,141.1167
029096,ALEHVALE STATION,-18.3078,142.3558
029097,DONALDSON STATION,-20.1,140.6333
029098,PENOLA DOWNS STATION,-21.5169,141.4478
029099,DALGONALLY STATION,-20.1236,141.3186
029100,GREGORY DOWNS OUTSTATION,-18.6419,139.2516
029101,LAYCOCKS CREEK 1,-18.2167,142.3833
029102,LAYCOCKS CREEK 2,-18.25,142.3833
029103,LAYCOCKS CREEK SITE 3,-18.2833,142.4167
029104,CORELLA RIVER,-20.4833,140.3167
029105,CARSLAND,-20.5022,140.3165
029106,JULIUS DAM,-20.1167,139.725
029107,JULIUS DAM PIPELINE SITE,-20.3,139.5833
029108,JULIUS DAM PUMPING SITE 1,-20.1661,139.7328
029109,JULIUS DAM PUMPING SITE 2,-20.3833,139.5167
029110,RUTLAND PLAINS STATION,-15.6386,141.8228
029111,DELTA DOWNS STATION,-16.9933,141.3161
029112,LADY ANNIE MINE,-19.6667,139.05
029113,GUM CREEK STATION,-18.0697,141.6253
029114,MALPAS STATION,-19.6028,142.2394
029115,WATERLOO STATION,-15.8333,141.4167
029116,STRATHFIELD STATION,-21.2333,141.1167
029117,INVERLEIGH STATION,-18.0,140.5667
029118,CALTON HILLS STATION,-20.1444,139.4142
029119,MARY KATHLEEN URANIUM,-20.7333,140.0
029120,SELWYN WRC,-21.5333,140.5
029121,WEST LEICHHARDT STATION,-20.5958,139.6939
029122,KURIDALA POST OFFICE,-21.2833,140.5
029123,LAKE MOONDARRA,-20.5833,139.5767
029124,MALBON RAILWAY STATION,-21.0667,140.3
029125,MOUNT ISA POST OFFICE,-20.7333,139.4833
029126,MOUNT ISA MINE,-20.7361,139.4817
029127,MOUNT ISA AERO,-20.6778,139.4875
029128,MOUNT ISA LIGHTNING,-20.7822,139.4883
029129,DEVONCOURT STATION,-21.215,140.2333
029130,MIM RIFLE CREEK,-20.9542,139.5861
029131,GERETA STATION,-20.02,139.8433
029132,MANFRED DOWNS STATION,-20.14,141.43
029133,BLACK GORGE WRC,-21.065,140.0906
029134,GLEN IDOL WRC,-21.2739,140.8067
029135,GAROMNA STATION,-20.7,141.8833
029136,FARLEY STATION,-21.3661,140.4986
029137,NUMIL DOWNS STATION,-19.6661,141.3961
029138,HIGHTVILLE,-20.9167,139.95
029139,SWEERS ISLAND,-17.1142,139.5981
029140,CLONCURRY RIVER,-21.1,140.3167
029141,CLONCURRY AIRPORT,-20.6664,140.505
029142,SAXBY RIVER,-19.4567,141.2083
029143,CLONCURRY,-20.7033,140.49
029144,KESWICK STATION,-20.435,141.5481
029145,SAXBY RIVER,-20.0333,142.2167
029146,CLONCURRY RIVER,-19.4833,140.95
029147,WALKERS BEND,-18.165,140.8597
029148,MCALLISTER STATION,-18.2431,140.5283
029149,BURKETOWN AMEX,-17.75,139.55
029150,MALVIE DOWNS STATION,-20.8422,141.4292
029151,KARUMBA RAPTIS,-17.4833,140.8367
029152,BOODJAMULLA - LAWN HILL NP,-18.7029,138.4852
029153,BLUE HOLE,-18.0722,138.9322
029154,YAPPAR RIVER,-18.4306,141.2686
029155,NORMANTON,-17.6667,141.0867
029156,MUNDJURO STATION,-19.2247,141.6397
029157,BURKETOWN AIRSTRIP,-17.7561,139.5283
029158,DOOMADGEE TOWNSHIP,-17.9317,138.8147
029159,ESCOTT STATION,-17.7999,139.3605
029160,VIOLA STATION,-20.235,141.2933
029161,BRIGHTLANDS STATION,-21.0733,140.2814
029162,MOUNT ISA COMPARISON,-20.6786,139.4831
029163,KINGFISHER CAMP,-17.8684,138.2856
029164,BOWTHORN STATION,-18.0985,138.3035
029165,GREGORY TOWNSHIP,-18.6517,139.2539
029166,RIVERSLEIGH TM,-18.9703,138.8033
029167,CENTURY MINE,-18.7569,138.7056
029168,DORUNDA STATION,-16.5556,141.8286
029169,LOTUS VALE,-17.0458,141.3783
029170,BEAMESBROOK,-17.8999,139.325
029171,LAKE JULIUS,-20.1306,139.7187
029172,LADY ANNIE COPPER MINE,-19.9035,139.1084
029173,LONGFORD,-20.8606,141.065
029174,EDWARD RIVER,-14.7328,141.5692
029180,MOUNT ISA RADAR (TELSTRA HILL),-20.7114,139.5553
029181,LAKE JULIUS AWS,-20.1167,139.7256
029182,MORNINGTON ISLAND AIRPORT,-16.662,139.1655
029186,MOUNT ISA AERO (AUTO EVAP),-20.6778,139.4875
030000,ABINGDON DOWNS STATION,-17.6083,143.1792
030001,AFTON DOWNS STATION,-21.0,144.0
030002,BURLINGTON,-17.8131,144.3989
030003,ALDERLEY STATION,-20.6,144.0
030004,ARJUNA STATION,-21.0167,143.4
030005,BLUFF DOWNS STATION,-19.6833,145.5333
030006,BOREMBA STATION,-20.6694,143.7375
030007,CAMBRIDGE DOWNS STATION,-20.4333,142.9667
030008,CARPENTARIA DOWNS STATION,-18.7194,144.3181
030009,CARGOON STATION,-20.0078,144.8992
030010,DUTTON RIVER STATION,-20.4319,143.8628
030011,CHUDLEIGH PARK STATION,-19.7,144.1167
030012,CLUTHA STATION,-20.3667,142.5167
030013,CUMBERLAND STATION,-18.3,143.4
030014,EINASLEIGH TOWNSHIP,-18.5189,144.0914
030015,ESSEX DOWNS STATION,-21.1231,143.0389
030016,EWAN PLAINS STATION,-21.2667,144.8333
030017,FIGTREE STATION,-19.8167,144.4833
030018,GEORGETOWN POST OFFICE,-18.2922,143.5483
030019,GILBERTON,-19.2611,143.6861
030020,GLENBERVIE STATION,-21.2333,141.8942
030021,GLENDOWER STATION,-20.7389,144.4853
030022,HUGHENDEN AIRPORT,-20.8192,144.2333
030023,HOMESTEAD POST OFFICE,-20.3617,145.6553
030024,HUGHENDEN POST OFFICE,-20.8447,144.1986
030025,HUGHENDEN STATION,-20.8527,144.2261
030026,KENMAC STATION,-20.4514,143.2292
030027,KIDSTON GOLD MINE,-18.8756,144.1433
030028,KILLARNEY STATION,-21.1833,143.7167
030029,LAMMERMOOR STATION,-21.2833,144.6333
030030,LYNDHURST STATION,-19.2039,144.37
030031,MARATHON RAILWAY STATION,-20.8667,143.5667
030032,MARYVALE STATION,-19.5458,145.2533
030033,MAXWELTON POST OFFICE,-20.7192,142.6806
030034,MERLIN STATION,-21.1167,144.8103
030035,MOSELLE DOWNS STATION,-20.8633,143.305
030036,MOUNT SURPRISE TOWNSHIP,-18.1472,144.3183
030037,NELIA POST OFFICE,-20.155,142.2139
030038,NONDA DOWNS STATION,-20.6744,142.4931
030039,OAK PARK STATION,-19.2544,144.1536
030040,PENTLAND POST OFFICE,-20.5236,145.3989
030041,THE RANCH PRAIRIE,-20.8708,144.6
030042,PRESTWOOD STATION,-18.2786,143.2242
030043,PROA STATION,-20.8944,142.1436
030044,REDAN STATION,-20.5667,143.1167
030045,RICHMOND POST OFFICE,-20.7289,143.1425
030046,ROSELLA PLAINS STATION,-18.4222,144.4625
030047,SAXBY DOWNS STATION,-20.0356,142.4914
030048,SPRING CREEK STATION,-18.6242,144.5739
030049,STAMFORD STATION,-21.2678,143.8092
030050,TARBRAX STATION,-21.1,142.5
030051,TORRENS CREEK,-20.7691,145.0211
030052,WANDO VALE STATION,-19.6733,144.89
030053,WARRIGUL RAILWAY STATION,-20.65,145.29
030054,WILBURRA DOWNS STATION,-20.8133,143.2328
030055,FORSAYTH,-18.5883,143.6017
030056,WOOLGAR STATION,-19.8,143.3
030057,ZARA STATION,-21.2139,144.3644
030058,WOGADOONA,-21.1117,144.9306
030059,CHEVIOT HILLS STATION,-19.6333,144.15
030060,ORTONA STATION,-19.2,143.5
030061,CONJUBOY STATION,-18.6836,144.7446
030062,GLENGALA STATION,-20.1,142.5
030063,BURLEIGH STATION,-20.3,143.1
030064,REDCLIFF STATION,-21.0167,144.3833
030065,BOONOONA STATION,-21.0,142.4
030066,BELFORD STATION,-21.2333,142.3333
030067,ELDORADO DOWNS STATION,-21.25,143.9
030068,OAK VALLEY STATION,-19.4642,144.3189
030069,WYANDOTTE STATION,-18.7667,144.85
030070,FOREST HOME STATION,-18.2422,143.0322
030071,SPRING VALLEY STATION,-20.5856,143.9747
030072,LOW HOLM STATION,-20.0969,144.9875
030073,VAN LEE,-17.85,143.7028
030074,ARTESIAN DOWNS STATION,-20.4775,142.625
030075,SOLWAY DOWNS STATION,-20.095,142.6931
030076,COALBROOK STATION,-20.2167,143.4
030077,MOUNT EMU PLAINS STATION,-20.1167,144.5333
030078,DENBIGH STATION,-20.5525,144.0367
030079,CHELTENHAM STATION,-21.05,144.95
030080,MOLESWORTH STATION,-20.65,142.6167
030081,BURLEIGH STATION,-20.2631,143.1097
030082,GREGORY SPRINGS STATION,-19.7037,144.3775
030083,TOOMBA STUD,-19.9711,145.585
030084,BOLWARRA STATION,-17.3908,144.1811
030085,CASSILIS STATION,-21.2667,143.0167
030086,IONA STATION,-19.1833,143.5167
030087,TATE RIVER STATION,-17.4,144.2
030088,WERRINGTON STATION,-19.3769,144.1156
030089,MERRIULA STATION,-20.9072,142.8
030090,BAGSTOWE STATION,-19.1964,144.0014
030091,IRONHURST STATION,-18.0808,143.4622
030092,CLARAFIELD STATION,-21.2667,142.2167
030093,ELLENVALE STATION,-19.9217,144.9583
030094,MILRAY STATION WRC,-20.6914,145.6994
030095,TOWRI STATION,-20.3833,143.2333
030096,PATROY STATION,-20.9167,143.0167
030097,REVENUE DOWNS STATION,-20.6167,143.2333
030098,KANGERONG STATION,-19.6625,145.2836
030099,REEDY SPRINGS STATION,-19.9683,144.6883
030100,ACTION DOWNS STATION,-20.5167,143.2833
030101,ROKEBY STUD,-20.75,143.95
030102,MOUNT TURNER STATION,-18.1778,143.3622
030103,EVELEIGH STATION,-18.2225,143.9697
030104,AGATE CREEK CAMP,-19.0425,143.6333
030105,EDEN VALE STATION,-17.8833,143.2333
030106,THE LYND STATION,-18.9372,144.4906
030107,ROBINHOOD STATION,-18.8383,143.7086
030108,LANGO VALE STATION,-18.4333,142.9833
030109,HUONFELS STATION,-18.1144,143.2861
030110,LORNEVALE STATION,-18.45,143.5333
030111,ROUTH STATION,-18.3167,143.6667
030112,NORTH HEAD,-18.8242,143.2531
030113,BLACKBRAES N.P,-19.5375,144.205
030114,WELFERN STATION,-19.0167,143.9333
030115,LUCKY SPRINGS STATION,-19.055,144.9594
030116,WHITE WATERS STATION,-18.1186,144.5539
030117,GLENHOUGHTON STATION,-20.5333,145.5333
030118,HUGHENDEN LIGHTNING,-20.845,144.1867
030119,FOG CREEK STATION,-19.25,143.0667
030120,AGATE CREEK SITE 1,-18.0333,143.5333
030121,AGATE CREEK SITE 2,-18.9667,143.5
030122,AGATE CREEK SITE 3,-18.9833,143.5833
030123,MARATHON,-20.8217,143.5767
030124,GEORGETOWN AIRPORT,-18.3039,143.5306
030125,WATTEN RAILWAY STATION,-21.0167,144.05
030126,JUNCTION CREEK STATION,-18.2667,144.4
030127,WOODBINE STATION,-20.9942,144.6433
030128,CARNWATH STATION,-21.1372,142.4544
030129,NIALL STATION,-19.4231,145.31
030130,SOUTHWICK WEST STATION,-19.89,145.6125
030131,GAINSFORD STATION,-19.8167,146.0333
030132,FLETCHER VALE STATION,-19.8019,145.8592
030133,KYNUNA,-21.5778,141.9189
030134,TORRENS CREEK AERO,-20.7833,145.0
030135,BUNDORAN STATION,-20.7833,142.5
030136,LONGTON STATION,-20.9481,145.8917
030137,HILLGROVE STATION,-19.6347,145.7886
030138,STRATHTAY STATION,-20.2106,144.6772
030139,SHERWOOD DOWNS STATION,-20.45,143.4167
030140,CHILLAGOE,-17.1536,144.5236
030141,NEWBURGH STATION,-19.76,144.7817
030142,QUAMBETOOK STATION,-21.2,142.1667
030143,SODA VALLEY STATION,-20.635,144.0114
030144,PLAINBY STATION,-21.4014,142.6167
030145,CLARKE HILLS STATION,-19.7533,144.5181
030146,RICHMOND,-20.7011,143.1353
030147,COBBOLD GORGE,-18.7953,143.4231
030148,EMU VALLEY STATION,-19.7008,145.6564
030149,HILLVIEW STATION,-21.0442,144.0992
030150,BELLFIELD STATION,-19.3833,143.1667
030151,BOONDEROO STATION,-20.36,144.34
030152,DUNLUCE STATION,-20.8731,143.8556
030153,WELCOME DOWNS STATION,-19.0142,144.6475
030154,YARAMULLA STATION,-18.2263,144.6711
030155,MT PLEASANT STATION,-20.3044,144.2453
030156,LOLWORTH STATION,-20.1808,145.0131
030157,RIVERVIEW (GILBERT RV),-18.2817,143.1828
030158,GREEN HILLS,-18.4564,143.2986
030159,HULBERTS BRIDGE,-20.6433,142.6233
030160,GREENVALE TOWNSHIP,-19.0,144.9769
030161,RICHMOND AIRPORT,-20.7001,143.1137
030162,KIDSTON,-18.8751,144.1687
030163,GREENVALE RADAR,-18.9976,144.9959
030164,RICHMOND RADAR,-20.7518,143.1414
031000,ALOOMBA STATE SCHOOL,-17.1,145.8167
031001,ARCHER POINT LIGHTHOUSE,-15.6,145.3333
031002,ATHERTON POST OFFICE,-17.2667,145.4833
031003,AYTON,-15.9167,145.35
031004,BABINDA POST OFFICE,-17.3436,145.9217
031005,BARRINE,-17.2167,145.6167
031006,SEVERIN STATE FOREST,-17.2167,145.6667
031007,BIG TABLELAND,-15.7167,145.2833
031008,BIBOOHRA,-16.8922,145.4192
031009,BUTCHER HILL STATION,-15.8472,144.8753
031010,CAIRNS POST OFFICE,-16.9333,145.7833
031011,CAIRNS AERO,-16.8736,145.7458
031012,CAPE TRIBULATION STORE,-16.0969,145.4575
031013,CHEWKO,-17.0833,145.3667
031014,WONDECLA-EAST HILLS RD,-17.4075,145.4369
031015,CLOHESY RIVER,-16.9122,145.8956
031016,COOKTOWN POST OFFICE,-15.4633,145.25
031017,COOKTOWN MISSION STRIP,-15.4486,145.1861
031018,RAVENSHOE BINBROOK ESTATE,-17.6658,145.4358
031019,DAINTREE RIVER MISSION,-16.3,145.3
031020,DANBULLA FORESTRY,-17.16,145.625
031021,DEERAL,-17.2084,145.9088
031022,DIMBULAH BRICKLEY ST,-17.1492,145.1086
031023,NORTHCOTE HOMESTEAD,-17.0086,145.1683
031024,EVELYN STATE FOREST,-17.535,145.4822
031025,GADGARRA FOREST RESERVE,-17.3,145.7
031026,GLEN BOUGHTON,-16.95,145.8
031027,GREEN ISLAND,-16.7592,145.9711
031028,HAMBLEDON MILL CSR,-17.0192,145.7233
031029,HERBERTON MOWBRAY RD,-17.3803,145.3884
031030,HOPE VALE,-15.2939,145.1075
031031,JUJUMNA FARM,-17.5,145.5
031032,IRVINEBANK,-17.4311,145.2028
031033,JULATTEN,-16.5978,145.3631
031034,KAIRI RESEARCH STATION,-17.2186,145.565
031035,KOAH,-16.8422,145.5228
031036,KURANDA RAILWAY STATION,-16.8178,145.6383
031037,LOW ISLES LIGHTHOUSE,-16.3842,145.5592
031038,MALANDA POST OFFICE,-17.3533,145.5919
031039,MAREEBA POST OFFICE,-17.0167,145.4167
031040,MERINGA SUGAR EXP STN,-17.0692,145.7742
031041,ROCKY POINT,-16.4,145.35
031042,MILLAA MILLAA POST OFFICE,-17.51,145.61
031043,MOUNT MOLLOY POST OFFICE,-16.675,145.3294
031044,MOSSMAN CENTRAL MILL,-16.4586,145.3795
031045,MOSSMAN POST OFFICE,-16.4617,145.375
031046,MT GARNET POST OFFICE,-17.677,145.115
031047,MOUNT MULLIGAN,-16.8667,144.8833
031048,MOWBRAY,-16.5667,145.4667
031049,MULGRAVE MILL,-17.0928,145.7906
031050,PEERAMON,-17.3119,145.6217
031051,PETFORD,-17.3442,144.9306
031052,PORT DOUGLAS - WARNER ST,-16.4833,145.4639
031053,RAVENSHOE KURADILLA STREET,-17.6069,145.4811
031054,SHOTTERY,-17.6167,145.55
031055,MOSSMAN SOUTH ALCHERA DRIVE,-16.4725,145.3747
031056,THE SPRINGS,-16.9667,145.3167
031057,TOLGA POST OFFICE,-17.2236,145.4794
031058,TOPAZ,-17.4,145.7
031059,TYRCONNEL MINE,-16.9,145.0167
031060,EAST BARRON FOREST RES,-17.3167,145.5
031061,WALKAMIN POST OFFICE,-17.1333,145.4333
031062,WHYANBEEL VALLEY,-16.3906,145.3511
031063,MT SHERIDAN,-16.9958,145.7367
031064,YARRABAH COMM COUNCIL,-16.9083,145.8886
031065,YUNGABURRA,-17.2637,145.5895
031066,MAREEBA QWRC,-16.995,145.4253
031067,WESTERN BARRON SFR 194,-17.3333,145.4167
031068,BAILEYS CREEK,-16.1167,145.45
031069,INNOT HOT SPRINGS TOWNSHIP,-17.6697,145.2414
031070,KOWROWA STATION,-16.8,145.5667
031071,MACHANS BEACH,-16.85,145.75
031072,COOKTOWN,-15.1,145.0833
031073,MOUNT WEBB,-15.0833,145.1333
031074,ROSSVILLE,-15.75,145.2833
031075,TINAROO FALLS DAM,-17.1694,145.5481
031076,PARADA RESEARCH STATION,-17.1467,145.24
031077,NEWELLTON STATION,-17.465,145.2767
031078,VINE CREEK,-17.6833,145.5333
031079,NYMPTON GLEN,-17.5429,145.5149
031080,MUTCHILBA,-17.1333,145.2167
031081,BELLENDEN KER,-17.29,145.9222
031082,KURANDA FORESTRY,-16.7589,145.6147
031083,KOOMBOOLOOMBA DAM,-17.84,145.5956
031084,FITZROY ISLAND LIGHTHOUSE,-16.9267,146.0033
031085,KAREEYA,-17.7667,145.5778
031086,SUNNYMOUNT LAPPA JUNCT,-17.4,144.8833
031087,BABINDA CHRISTIAN ST,-17.35,145.9
031088,ATHERTON FORESTRY,-17.2667,145.4667
031089,GORDONVALE POST OFFICE,-17.0933,145.7867
031090,TRINITY PARK,-16.785,145.6983
031091,KAMERUNGA HORT RES STN,-16.8833,145.7
031092,KABAN STATE SCHOOL,-17.5,145.5
031093,HARVEY CREEK RAILWAY STN,-17.2667,145.9333
031094,GRASSY HILL RADIO OTC,-15.4667,145.25
031095,THORNBOROUGH,-16.95,145.0
031096,GLENGARRY,-17.6167,145.5
031097,SPRING CREEK,-17.2,145.5
031098,GOURKA,-17.3833,145.7833
031099,STRATHBOUIN,-17.0167,145.3667
031100,EVELYN STATE FOREST 2,-17.5,145.45
031101,GLEN ROCK,-15.1,145.0833
031102,DAINTREE TEA,-16.1939,145.4061
031103,GUNNAWARRA,-17.9467,145.1617
031104,MT SOPHIA,-17.1644,145.8783
031105,NOAHS CREEK,-16.15,145.4333
031106,WUJAL WUJAL COMMUNITY,-15.9458,145.32
031107,MOUNT OLIVE,-15.4211,145.0622
031108,WALKAMIN RESEARCH STATION,-17.1347,145.4281
031109,COPPERLODE WRC,-16.9667,145.7
031110,LAKELAND DOWNS STATION,-15.8333,144.85
031111,YALKULA,-16.75,145.3333
031112,SHIPTONS FLAT,-15.795,145.2447
031113,WETHERBY,-16.65,145.35
031114,CURRAGHMORE STATION,-16.5,144.9833
031115,KAREEYA TM,-17.7667,145.5775
031116,GLEN GORDON STATION,-17.7717,145.3358
031117,RED BEND STATION,-17.7167,145.25
031118,NYMBOOL,-17.635,145.045
031119,WOODLEIGH,-17.6758,145.2783
031120,MAREEBA TOBACCO RES,-17.0167,145.4667
031121,BABINDA QLD AMBULANCE,-17.35,145.9167
031122,PINNACLE STATION,-17.0506,145.17
031123,BAKERVILLE,-17.3833,145.2667
031124,MAREEBA SOUTH EDGE RES,-16.9794,145.3517
031125,UPPER BARRON,-17.3439,145.5028
031126,ST RONANS,-18.05,144.75
031127,DAINTREE VILLAGE,-16.2511,145.3192
031128,MAALAN,-17.6167,145.6
031129,HAZELMERE,-15.3886,145.0361
031130,TOPAZ TOWALLA RD,-17.4383,145.7197
031131,ALMADEN,-17.3394,144.6797
031132,MARYFARMS POST OFFICE,-16.5667,145.1833
031133,ELDERSLIE STATION,-15.1353,145.0883
031134,CEDAR CREEK,-17.5667,145.5333
031135,TUMOULIN,-17.5667,145.45
031136,KABAN,-17.5167,145.45
031137,KEMENAGI,-15.4667,145.2167
031138,MANDALEE,-17.7333,145.2667
031139,THE GORGE,-17.1667,145.8333
031140,BELLENDEN KER BOTTOM STN,-17.2702,145.9
031141,BELLENDEN KER TOP STN,-17.2639,145.8536
031142,CARDSTONE,-17.765,145.5783
031143,IVOR PARK,-15.1167,145.0333
031144,HAPPY VALLEY,-17.3483,145.8925
031145,SILVER VALLEY,-17.5142,145.2953
031146,SHIPWRECK BAY,-16.25,145.4833
031147,LIZARD ISLAND RESORT,-14.6683,145.4467
031148,GILLIES HWY TOP GATE,-17.2167,145.6667
031149,STONEY HILL FARM,-17.3833,145.5167
031150,UPPER BARRON,-17.4333,145.5
031151,UPPER FRESHWATER,-16.9667,145.6833
031152,BARRON GORGE POWER STN,-16.85,145.65
031153,BUTCHERS CREEK,-17.35,145.6833
031154,WATSONVILLE POST OFFICE,-17.3833,145.3167
031155,CAPE FLATTERY SILICA,-14.9569,145.3319
031156,GLEN RUTH STATION,-18.0667,145.4167
031157,MAREEBA STRIP USAAF,-16.95,145.3333
031158,GLEN HARDING,-18.2531,145.1269
031159,KAIRI POST OFFICE,-17.2167,145.55
031160,KURANDA POST OFFICE,-16.8167,145.6333
031161,ATHERTON CSIRO,-17.2617,145.4733
031162,ADAMS,-17.5833,145.6
031163,BARRON UPPER 1,-17.3983,145.5056
031164,TULA,-17.3167,145.6
031165,KULARA,-17.25,145.5667
031166,CAIRNS SEVERIN ST,-16.9283,145.7647
031167,TOPAZ,-17.4694,145.7311
031168,GREENHAVEN,-17.5875,145.6
031169,SADDLE MOUNTAIN RADAR,-16.8182,145.663
031170,KAMERUNGA BRIDGE,-16.8733,145.685
031171,BARRON FALLS,-16.8333,145.6417
031172,KURANDA VAN PARK,-16.8181,145.6264
031173,MYOLA TM,-16.7997,145.6122
031174,TINAROO LAKES MOTEL,-17.1672,145.5358
031175,MEADOWBANK,-18.2417,144.9883
031176,WOLFRAM,-17.085,144.945
031177,MALANDA LIONS CLUB,-17.355,145.5933
031178,GLEN ALLYN,-17.3983,145.6658
