Site,Site_name,Lat,Lon
059025,NEWFOUNDLAND STATE FOREST,-29.9,153.2
059026,UPPER ORARA (AURANIA),-30.3076,152.9874
059027,ORARA WEST STATE FOREST,-30.2,153.0
059028,PINE CREEK FORESTRY,-30.4,153.0
059029,RALEIGH POST OFFICE,-30.45,153.0
059030,SOUTH WEST ROCKS (SMOKY CAPE LIGHTHOUSE,-30.9225,153.0871
059031,TANBAN FORESTRY,-30.95,152.8
059032,TAYLORS ARM,-30.7794,152.7024
059033,THORA POST OFFICE,-30.4252,152.7789
059034,HICKEYS CREEK (MILLBANK (LINDALE)),-30.8765,152.6121
059035,TOWALLUM (MAXWELTON),-30.0064,152.8403
059036,TURNERS FLAT,-31.0167,152.7167
059037,URUNGA (SUNSET PLACE),-30.4962,153.0119
059038,BOWRAVILLE (WEEROONA),-30.6833,152.75
059039,WOOLGOOLGA (CLEAR PLACE),-30.1051,153.1956
059040,COFFS HARBOUR MO,-30.3107,153.1187
059041,GLENREAGH FORESTRY STATION,-30.05,152.9833
059042,GLENREAGH POST OFFICE,-30.05,152.9782
059043,WEST KEMPSEY (ABC 2KP),-31.0833,152.8333
059044,BARCOONGERE STATE FORESTRY,-29.9667,153.2167
059045,MELDRUM (COOLAWARRAH),-30.3614,152.4917
059046,DARKWOOD,-30.4383,152.6467
059047,CRESCENT HEAD,-31.1802,152.9681
059048,TOOROOKA (KOOKABURRA SAWMILL),-31.0283,152.3378
059049,BOSTOBRICK POST OFFICE,-30.2833,152.6333
059050,TOOROOKA,-30.9167,152.5833
059051,WOOLGOOLGA STATE FOREST,-30.1167,153.1833
059052,WILLAWARRIN (DENLEIGH),-30.8996,152.6629
059053,MILLBANK (PINDAH),-30.7833,152.6
059054,GLENREAGH (CORAMBA STREET),-30.0481,152.9773
059055,TOOROOKA (MOPARRABAH),-30.9699,152.511
059056,KOGAL (NULLA NULLA CK),-30.7333,152.5
059057,THUMB CREEK (UPPER TAYLORS ARM),-30.6167,152.5667
059058,WATTS CREEK (NULLA),-30.6667,152.45
059059,BELLBROOK (WILLI WILLI),-30.95,152.4167
059060,WITTITRIN,-31.1167,152.6833
059061,COMARA,-30.7833,152.3725
059062,URUNGA FORESTRY OFFICE,-30.4978,153.0183
059063,MOLETON (MOLEW ROAD),-30.15,152.9
059064,SUNDAY CAMP,-30.7,152.5
059065,SEVEN OAKS (BELLIMBOPINNI),-31.0,152.9
059066,TALLOWWOOD POINT,-30.35,152.8667
059067,DORRIGO (MYRTLE ST),-30.3439,152.7128
059068,COLLOMBATTI (BENBULLEN),-30.9809,152.799
059069,FERNMOUNT,-30.5,152.9
059070,UPPER DARKWOOD,-30.4508,152.6231
059071,LITTLE NYMBOIDA,-30.2,152.9
059072,MYUNA,-30.8,152.6
059073,SHERWOOD,-31.1,152.7
059074,SOUTH SOLITARY ISLAND,-30.2,153.2667
059075,EUNGAI CREEK (SOUTHBANK ROAD),-30.8495,152.8832
059076,TYRINGHAM POST OFFICE,-30.2167,152.5333
059077,DUNDARRABIN (OBLO),-30.2,152.4667
059078,PROMISED LAND (BELLINGEN (CRYSTAL CREEK,-30.3488,152.9025
059079,TYRINGHAM (SHADY ACRES),-30.15,152.4833
059080,MEGAN (MOUNT MOOMBIL),-30.3183,152.86
059081,CRESCENT HEAD (DELICATE NOBBY (BIG HILL,-31.2659,152.9645
059082,ULONG TOWNSHIP,-30.2333,152.8833
059083,DORRIGO (LEARMONTHS FARM),-30.35,152.6333
059084,TOOROOKA (SEBASTAPOL),-30.945,152.485
059085,KEMPSEY SHIRE COUNCIL ENVIROMON BASESTA,-31.0817,152.8258
059086,BELLINGEN SES ENVIROMON BASESTATION,-30.4532,152.8933
059087,EVERMORE (HICKEYS CREEK),-30.8,152.6167
059088,BELLINGEN SHIRE COUNCIL ENVIROMON BASES,-30.4512,152.897
059089,MAJORS CREEK (TOORUMBIE),-31.0,152.5
059090,SCOTTS HEAD POST OFFICE,-30.75,153.0
059091,HALFWAY CREEK MOTEL,-29.95,153.1167
059092,HALFWAY CREEK (PACIFIC HWY),-29.9179,153.0683
059093,WIRRIALPA (HERNANI),-30.3,152.4167
059094,BELLINGEN (THE OBSERVATORY),-30.4167,152.8667
059095,UPPER ORARA (DAIRYVILLE),-30.2743,152.9626
059096,BELLBROOK (NULLA NULLA CRK HMSD),-30.75,152.5
059097,UPPER ORARA (FRIDAY CREEK),-30.3333,153.0333
059098,KUNGALA (OMEGA FLATS),-29.95,153.0333
059099,DORRIGO POLICE STATION,-30.3433,152.71
059100,ORAMA (DARKWOOD ROAD),-30.4345,152.6754
059101,UPPER ORARA (FAIRVIEW),-30.2697,153.0064
059102,MOLETON (CRADLE CREEK ROAD),-30.1667,152.8833
059103,UPPER BO BO (COOLUMBLA PARK),-30.3167,152.8833
059104,MILLBANK POST OFFICE,-30.85,152.6333
059105,LOWANNA (GRAFTON ST),-30.2104,152.899
059106,WOOLGOOLGA (SAFETY BEACH),-30.1,153.2
059107,GIRRALONG,-30.566,152.6528
059108,LOWANNA (YALAMURRA),-30.1833,152.8667
059109,EUNGAI (SEARLES RD),-30.8781,152.8207
059110,BOWRAVILLE (COW COWNTY),-30.6688,152.7638
059111,BOWRAVILLE (LIGHTNING),-30.6556,152.8378
059112,MACKSVILLE (NAMBUCCA SES ENVIROMON BASE,-30.7087,152.9286
059113,LEIGH (ROLLING ACRES),-30.3097,152.7635
059114,WILLAWARRIN POST OFFICE,-30.9333,152.6167
059115,DORRIGO (DEER VALE ROAD),-30.35,152.5333
059116,KEMPSEY (EVER REST),-31.1053,152.8767
059117,MOUNT MOOMBIL (LIGHTNING),-30.3,152.8333
059118,TYRINGHAM (GLENFERNEIGH (SCHOOL HOUSE)),-30.2525,152.4619
059119,KALANG (WYEMBAH),-30.5167,151.6833
059120,THUMB CREEK (FIGTREE),-30.6801,152.6079
059121,THORA (BELLINGER RIVER),-30.425,152.7806
059122,BELLBROOK (MACLEAY RIVER),-30.8217,152.5067
059123,GLENREAGH BRIDGE (ORARA RIVER),-30.0533,152.9833
059124,NYMBOIDA (NYMBOIDA RIVER),-29.9806,152.7222
059125,WITTITRIN (DUNGAY CREEK),-31.0897,152.6217
059126,BELLINGEN (BELLINGER RIVER),-30.4517,152.8983
059127,KEMPSEY RD BRIDGE (MACLEAY RIVER),-31.0833,152.8467
059128,MAJORS CREEK (MOPARRABAH (PARRABEL CREE,-30.9783,152.5106
059129,NYMBOIDA RIVER (TYRINGHAM),-30.25,152.5833
059130,BELLINGEN (CHELSEA),-30.4211,152.8089
059131,MILLBANK,-30.8796,152.6113
059132,ARRAWARRA CARAVAN PARK,-30.0611,153.1944
059133,RED ROCK (SCHAFER STREET),-29.9861,153.2236
059134,BELLINGEN  (HYDE STREET),-30.4523,152.9008
059135,EUROKA (ALDAVILLA (MACLEAY RIVER)),-31.08,152.7833
059136,HERNANI (GRASSTREE KNOB),-30.2653,152.4389
059137,NORTH DORRIGO (TYRINGHAM ROAD),-30.2803,152.6699
059138,BOWRA SUGARLOAF,-30.6623,152.6535
059139,NANA GLEN (COWLING CLOSE),-30.1033,153.0003
059140,DORRIGO (OLD CORAMBA RD),-30.3444,152.7187
059141,WEST KEMPSEY (KEMPSEY SES ENVIROMON BAS,-31.0654,152.8187
059142,COFFS HARBOUR SES ENVIROMON BASESTATION,-30.2994,153.117
059143,FISHERMANS REACH,-30.8585,152.9983
059144,DORRIGO (ELM STREET),-30.3292,152.7044
059145,GLADSTONE SES ENVIROMON BASESTATION,-31.0272,152.9451
059146,KALANG (KOOROOWI (SHARABEL)),-30.4686,152.8187
059147,COOKS CK (KALANG),-30.5303,152.7386
059148,KALANG (SPICKETTS CK (NOONANNIE)),-30.5617,152.8708
059149,TAYLORS ARM (LEMON GROVE),-30.7846,152.7071
059150,BELLWOOD (NAMBUCCA HEADS (NAMBUCCA RESO,-30.6764,152.9822
059151,COFFS HARBOUR AIRPORT,-30.3189,153.1162
059152,LOWANNA (LOWANNA ROAD),-30.2109,152.908
060000,BELLANGRY STATE FOREST 524,-31.3167,152.5833
060001,OXLEY ISLAND (LYNDHURST),-31.95,152.5667
060002,BULAHDELAH POST OFFICE,-32.4129,152.2079
060003,BULBY BRUSH (BLUE LOOK-OUT),-32.1189,152.208
060004,LAKE CATHIE POST OFFICE,-31.55,152.85
060005,COMBOYNE POST OFFICE,-31.6058,152.4681
060006,MOORLAND (COOPERNOOK STATE FOREST),-31.79,152.6092
060007,COWELBAKH CRAVEN PLATEAU,-31.9,151.8
060008,CRAVEN STATE FOREST,-32.2,151.9
060009,COOLONGALOOK STATE FOREST,-32.2,152.3167
060010,CUNDLETOWN POST OFFICE,-31.9,152.5167
060011,LANSDOWNE (NEWBYS LANE),-31.7577,152.533
060012,ELANDS POST OFFICE,-31.6333,152.3
060013,FORSTER - TUNCURRY MARINE RESCUE,-32.1756,152.5089
060014,ELLERSTON (GLENROCK),-31.6833,151.4
060015,GLOUCESTER POST OFFICE,-32.0063,151.9597
060016,GREENWOOD,-31.8,151.5
060017,HANNAM VALE (HANNAM VALE ROAD),-31.7004,152.5833
060018,KUNDABUNG (SMITH CREEK RD),-31.2074,152.8222
060019,HYNDMAN,-31.6,152.2
060020,KENDALL POST OFFICE,-31.632,152.7048
060021,KRAMBACH (FIREFLY RD),-32.0564,152.2646
060022,LAURIETON (ELOUERA ST),-31.6393,152.7869
060023,HARRINGTON (OXLEY ANCHORAGE CARAVAN PAR,-31.8714,152.6827
060024,MOORLAND (DENRO-AN),-31.7816,152.6684
060025,DIAMOND HEAD (POBBLEBONKS),-31.7547,152.7456
060026,PORT MACQUARIE (HILL ST),-31.4399,152.911
060027,LORNE (LORNE ROAD),-31.6559,152.6144
060028,SEAL ROCKS CAMPING RESERVE,-32.4324,152.5234
060029,STEWARTS RIVER PUBLIC SCHOOL,-31.7333,152.65
060030,TAREE (PATANGA CL),-31.8908,152.4709
060031,TELEGRAPH POINT (FARRAWELLS ROAD),-31.3363,152.7852
060032,TOPI TOPI,-32.35,152.4
060033,KRAMBACH (BELLEVUE),-32.0927,152.2471
060034,WAUCHOPE STATE FOREST,-31.4667,152.7333
060035,WAUCHOPE (AVONDALE STREET),-31.4595,152.7315
060036,WINGHAM (LANARK CLOSE),-31.862,152.3444
060037,BUNDOOK (GLENHAUGH),-31.8867,152.1117
060038,INVERGORDON,-32.05,151.7333
060039,KENDALL FORESTRY,-31.6367,152.7061
060040,GLENROCK OUTSTATION,-31.7667,151.4333
060041,DOYLES RIVER STATE FOREST,-31.4167,152.15
060042,CRAVEN (LONGVIEW),-32.1532,151.9511
060043,COLORADO,-31.8,151.5167
060044,BELLBROOK (NUNDLE),-31.5833,151.2667
060045,GLOUCESTER (BERRICO),-32.0667,151.8333
060046,BOBIN (BOBIN CREEK),-31.6877,152.2688
060047,BUNGWAHL (BUTTABA),-32.39,152.4
060048,LANSDOWNE UPPER,-31.7,152.45
060049,BARRINGTON (CONEAC),-31.8667,151.8333
060050,GLOUCESTER (CORROBOREE FLAT),-31.6659,151.7521
060051,BIRDWOOD (ELBEE GLEN),-31.2833,152.3
060052,UPPER ROLLANDS PLAINS (GREENACRES),-31.2322,152.5906
060053,BRETTI (VINEGAR HILL),-31.7966,151.9062
060054,WHERROL FLAT (HARRISONS FARM),-31.7833,152.2167
060055,LONG FLAT POST OFFICE,-31.4368,152.4914
060056,NOWENDOC (MOUNT CARRINGTON),-31.4533,151.7783
060057,MYRA,-31.75,151.6833
060058,NUMBER ONE,-31.7333,152.0667
060059,RAWDON VALE,-31.9833,151.7
060060,GLAMIS (TERRABERNALLA),-31.55,152.0667
060061,TOP HAT,-31.45,151.5167
060062,WAUKIVORY (THE RANCH),-32.1325,152.0889
060063,YARRAS (PLYWOOD MILL),-31.4167,152.35
060064,YARRAS (YARROWELL),-31.4733,152.2283
060065,WOOTTON,-32.2942,152.3047
060066,NIANGALA (COWSBY),-31.4667,151.4167
060067,UPPER PAPPINBARRA (HILLCREST),-31.2821,152.4315
060068,YARRAS (CAMERONS CAMP),-31.2,152.4
060069,COOPLACURRIPA,-31.6317,151.9586
060070,HERONS CREEK,-31.6,152.7
060071,ROLLANDS PLAINS,-31.2,152.6
060072,TUNCURRY,-32.2,152.5
060073,WHERROL FLAT,-31.8,152.2333
060074,FAILFORD POST OFFICE,-32.0833,152.45
060075,GLOUCESTER (UPPER BOWMAN),-31.95,151.7923
060076,PORT MACQUARIE DMR,-31.4333,152.9
060077,BONNY HILLS POST OFFICE,-31.6,152.85
060078,MARLEE (WARRIWILLAH POST OFFICE),-31.7667,152.3167
060079,MOUNT GEORGE (STRIKE A LITE),-31.6,152.0333
060080,COMBOYNE SOUTH,-31.6274,152.443
060081,GLOUCESTER (GIRO),-31.7233,151.8017
060082,NOWENDOC (BEAUFORT),-31.5304,151.7327
060083,COOPLA CURRIPA (LAWN HILL),-31.65,151.9833
060084,NOWENDOC (BRIDLE VALE),-31.45,151.7667
060085,YARRAS (MOUNT SEAVIEW),-31.3865,152.2482
060086,GLENWARRIN (SCHOOL HOUSE),-31.5864,152.2708
060087,TINONEE (CARINYA),-31.9667,152.3667
060088,PACIFIC PALMS (BOOMERANG BEACH),-32.35,152.5333
060089,WARDS RIVER (MOANA),-32.25,151.9833
060090,BIRDWOOD,-31.3422,152.341
060091,CENTRAL LANSDOWNE (OAKDALE),-31.75,152.4833
060092,LANSDOWNE POST OFFICE,-31.784,152.5353
060093,UPPER LANSDOWNE (MONTEREY),-31.6986,152.4734
060094,ELLENBOROUGH POST OFFICE,-31.45,152.4333
060095,BUNGWAHL,-32.375,152.3808
060096,CABBAGE TREE MOUNTAIN,-32.2583,152.1208
060097,TINONEE,-31.9333,152.4167
060098,YARRAS (JASPERS RANGE),-31.35,152.2667
060099,CRAWFORD RIVER (CRAWFORD),-32.4421,152.1571
060100,STEWARTS RIVER (RED OAKS),-31.7167,152.6333
060101,ROLLANDS PLAINS (ROLLANDS PLAIND (BELLA,-31.2833,152.6667
060102,CUNDLE FLAT (KHATAMBUHL),-31.826,152.021
060103,KRAMBACH (TIPPERARY),-32.0641,152.1243
060104,NOWENDOC (GREEN HILLS),-31.4138,151.598
060105,HUNTER SPRINGS (WONDECLA),-31.8667,151.45
060106,NUMBER ONE (MURRAYS CREEK),-31.6647,152.0637
060107,MOUNT GEORGE (ROSEWOOD),-31.8833,152.15
060108,TAREE (LIGHTNING),-31.8861,152.5486
060109,MT.ROYAL RNG (POLBLUE TOPWAS 06124),-31.9667,151.45
060110,ROCKY PEAK (LTPLV),-31.1642,152.3858
060111,GLAMIS (MURRAYS CREEK),-31.6667,152.05
060112,GLOUCESTER (HIAWATHA),-32.0525,151.9147
060113,BUNGULLA (CRAVEN PLATEAU),-31.8667,151.75
060114,MIDDLE BROTHER S.FOREST,-31.7,152.7
060115,CUNDLE FLAT (MANNING RIVER),-31.8333,152.0167
060116,KINDEE BRIDGE (HASTINGS RIVER),-31.4367,152.4633
060117,MOUNT GEORGE (MANNING RIVER),-31.8833,152.15
060118,ROCKS CROSSING (NOWENDOC RIVER),-31.7753,152.0778
060119,TAREE  (MANNING RIVER),-31.915,152.4667
060120,WINGHAM (MANNING RIVER),-31.8783,152.3717
060121,ELANDS (BLACK SANDS CREEK),-31.5667,152.2401
060122,KILLAWARRA (URALBA),-31.8922,152.2739
060123,HAWKS NEST / TEA GARDENS (TEA GARDENS (,-32.6526,152.1462
060124,WAUCHOPE RWY BR (HASTINGS RIVER),-31.455,152.735
060125,HOLLISDALE (PAPPINBARRA RD),-31.3923,152.538
060126,BUNDOOK (GLOUCESTER RIVER),-31.8772,152.1119
060127,NUNDLE (OLSLAND),-31.5022,151.3428
060128,NUNDLE (BARRY (BARNARD RIVER)),-31.5795,151.3154
060129,KILLAWARRA (MANNING RIVER),-31.9117,152.3181
060130,FORBES RIVER (BIRDWOOD),-31.2936,152.3121
060131,ELANDS POST OFFICE,-31.6231,152.2925
060132,PIPERS CREEK JUNCTION (MARIA RIVER),-31.2667,152.8667
060133,SETTLEMENT POINT (HASTINGS RIVER),-31.4083,152.9
060134,WILSONS RIVER (TELEGRAPH POINT PWD CLOS,-31.3333,152.8
060135,COOPERNOOK PUBLIC SCHOOL,-31.8267,152.6064
060136,WAUCHOPE (COMMERCE ST),-31.4846,152.7298
060137,BRETTI-MACKAY (BARNARD RIVER),-31.7683,151.8889
060138,BEECHWOOD (PAPPINBARRA CREEK),-31.4222,152.5944
060139,PORT MACQUARIE AIRPORT AWS (COMPARISON),-31.4335,152.8655
060140,NOWENDOC (EMU TOPS),-31.4458,151.7301
060141,TAREE AIRPORT AWS,-31.8895,152.512
060142,NIANGALA (KENTUCKY BLUE),-31.3997,151.4995
060143,DYERS CROSSING (WANG WAUK ROAD),-32.1611,152.2522
060144,SMITHS LAKE (PATSYS FLAT ROAD),-32.3796,152.5062
060145,STRATHCEDAR (MOORAL CREEK RD),-31.7512,152.3581
060146,OLD BAR (ONDARRO CREST),-31.9627,152.5879
060147,KILLABAKH,-31.7347,152.4
060148,WILLINA,-32.1609,152.2626
060149,FORSTER PACIFIC PALMS SES ENVIROMON BAS,-32.3424,152.5168
060150,FORSTER (MID COAST COUNCIL ENVIROMON BA,-32.2167,152.5167
060151,PORT MACQUARIE-HASTINGS ENVIROMON BASES,-31.4558,152.884
060152,COBARK,-31.955,151.7278
060153,MOPPY LOOKOUT (BARRINGTON TOPS),-31.892,151.555
060154,COPELAND TOPS (COPELAND),-31.9725,151.8097
060155,WAUKIVORY,-32.1289,152.0606
060156,GLOUCESTER SES ENVIROMON BASESTATION,-32.0268,151.9543
060157,HALLIDAYS POINT (TALLWOODS GOLF RESORT),-32.0594,152.5065
060158,WHOOTA,-32.3087,152.475
060159,WARRANULLA (MYALL LODGE),-32.1854,152.1146
060160,HARRINGTON (CROWN ST),-31.8702,152.6871
060161,COMBOYNE (PUBLIC SCHOOL),-31.6061,152.4719
060162,COOPLACURRIPA (HAWKINS RD),-31.5949,151.8274
060163,YARRAS MOUNTAIN,-31.4621,152.3245
060164,YARROWITCH (RUSHBROOK),-31.3461,152.0087
060165,MOORAL CREEK (THE DEN),-31.6642,152.3705
060166,LONG FLAT (REPEATER),-31.445,152.477
060167,BLACKMANS POINT (THE HATCH),-31.3659,152.837
060168,PORT MACQUARIE AIRPORT AWS,-31.4343,152.8662
061000,ABERDEEN (MAIN RD),-32.1655,150.8911
061001,ALLANDALE (TINGARA),-32.7167,151.4167
061002,BLACKVILLE (KRUI VALE),-31.8469,150.341
061003,AVOCA BEACH,-33.4667,151.4333
061004,MUSWELLBROOK (BENGALLA),-32.25,150.8667
061005,BRANXTON POST OFFICE,-32.65,151.35
061006,BRINDLEY PARK 2,-32.1,150.3
061007,BUNNAN (MILHAVEN),-32.0332,150.5836
061008,CAMPBELLS HILL,-32.7,151.5
061009,CESSNOCK POST OFFICE,-32.8272,151.3661
061010,CLARENCE TOWN (PRINCE ST),-32.5865,151.7743
061011,COCKLE CREEK (PASMINCO METALS),-32.9456,151.6267
061012,COORANBONG (AVONDALE),-33.0888,151.4626
061013,MERRIWA (CRANBOURNE),-31.9833,150.3333
061014,BRANXTON  (DALWOOD VINEYARD),-32.6385,151.4173
061015,DANGERFIELD,-32.15,151.0
061016,DENMAN (PALACE STREET),-32.3885,150.6886
061017,DUNGOG POST OFFICE,-32.4022,151.7581
061018,MUSWELLBROOK (EDDERTON),-32.4,150.8333
061019,FASSIFERN,-33.0,151.55
061020,GALLA GILLA,-32.0,150.4
061021,GOORANGOOLA,-32.3,151.2
061022,GIRVAN STATE FOREST,-32.45,152.1
061023,GOSFORD (GERTRUDE PLACE),-33.4336,151.3381
061024,GRESFORD POST OFFICE,-32.4266,151.5376
061025,GRETA POST OFFICE,-32.6833,151.3833
061026,GUNDY (MILLER ST),-32.0119,150.9971
061027,BARSHAM,-31.8,150.9
061028,RAVENSWORTH (HILLVIEW),-32.4333,151.0667
061029,KULNURA (WILLIAM ROAD),-33.2333,151.2
061030,HOWES VALLEY (KINDARUN),-32.8667,150.8333
061031,RAYMOND TERRACE (KINROSS),-32.7734,151.7362
061032,LOCHINVAR,-32.7,151.45
061033,LOWER MC DONALD,-33.35,151.0
061034,EAST MAITLAND BOWLING CLUB,-32.7483,151.5833
061035,MAITLAND WEST,-32.7,151.6
061036,MANGROVE MOUNTAIN POST OFFICE,-33.3,151.2
061037,MARATHON (MERRIWA),-32.2,150.4667
061038,MARTINS CREEK,-32.55,151.6
061039,MEDOWIE POST OFFICE,-32.75,151.8667
061040,MERRIWA (GUMMUN PLACE),-32.1384,150.3576
061041,MORISSET (BALCOLYN (BAY STREET)),-33.0955,151.5506
061042,MILBRODALE,-32.8,150.8
061043,MILLERS FOREST SCHOOL,-32.75,151.7
061044,MITCHELLS FLAT,-32.5667,151.2833
061045,MONKERAI UPPER (REDLEAF),-32.2833,151.8333
061046,MORPETH POST OFFICE,-32.7254,151.6285
061047,MOUNT OLIVE (FAIRHOLME),-32.4167,151.2
061048,MULBRING (VINCENT STREET),-32.9029,151.482
061049,MULLA VILLA,-32.9333,151.1167
061050,SEDGEFIELD (BUNDAJON),-32.4997,151.2864
061051,MURRURUNDI POST OFFICE,-31.7651,150.8363
061052,MUSCLE CREEK (CLENDINNING),-32.2667,151.0667
061053,MUSWELLBROOK (LOWER HILL ST),-32.2611,150.8847
061054,NELSON BAY (NELSON HEAD),-32.7103,152.1612
061055,NEWCASTLE NOBBYS SIGNAL STATION AWS,-32.9184,151.7985
061056,POKOLBIN (BEN EAN),-32.7965,151.2804
061057,OLNEY STATE FOREST,-33.1,151.25
061058,OWENS GAP (T.O.K.),-32.05,150.7
061059,PINE BRUSH,-32.5,151.8
061060,PLASHETT,-32.4833,150.8833
061061,POINT STEPHENS LIGHTHOUSE,-32.75,152.2
061062,POKOLBIN 1 POST OFFICE,-32.8,151.3
061063,RATHMINES AMO,-33.05,151.6
061064,RAYMOND TERRACE POST OFFICE,-32.7617,151.74
061065,ABERDEEN (ROSSGOLE),-32.1402,150.7285
061066,ROUCHEL BROOK,-32.15,151.0833
061067,UPPER ROUCHEL SCHOOL,-32.1219,151.0914
061068,SALISBURY POST OFFICE,-32.2167,151.55
061069,SCONE (PHILIP STREET),-32.0458,150.8708
061070,SINGLETON POST OFFICE,-32.5667,151.1667
061071,STROUD POST OFFICE,-32.4027,151.9664
061072,TAHLEE (CARRINGTON (CHURCH ST)),-32.6674,152.015
061073,MERRIWA (TERRAGONG),-32.0778,150.3696
061074,THE ENTRANCE (ELOORA STREET),-33.3531,151.4964
061075,MERRIWA (BOWGLEN),-32.2284,150.2161
061076,RAYMOND TERRACE (WALLAROO STATE FOREST),-32.618,151.8877
061077,WESTON,-32.8167,151.45
061078,WILLIAMTOWN RAAF,-32.7939,151.8364
061079,WINGEN (MURRULLA),-31.8679,150.8809
061080,BELLTREES 1,-31.9833,151.15
061081,WOLLONG,-32.9,151.5
061082,WYEE (WYEE FARMS RD),-33.1793,151.441
061083,WYONG (WYONG GOLF CLUB),-33.272,151.4321
061084,YALGOO,-32.05,150.25
061085,YALLAMBIE (DALKEITH),-33.05,151.1833
061086,JERRYS PLAINS POST OFFICE,-32.4963,150.9106
061087,GOSFORD (NARARA RESEARCH STATION) AWS,-33.3949,151.3289
061088,WAVERLEY (BELLTREES 2),-31.8667,151.0667
061089,SCONE SCS,-32.0632,150.9271
061090,WOLLOMBI (NARONE CREEK RD),-32.9348,151.1509
061091,WOLLOMBI (GLEN AVON),-32.9833,151.1167
061092,ELDERSLIE,-32.5932,151.3335
061093,OURIMBAH (DOG TRAP ROAD),-33.3639,151.3276
061094,GLENBAWN DAM,-32.1059,150.9917
061095,ROUCHEL BROOK (ALBANO),-32.1939,151.0932
061096,PATERSON POST OFFICE,-32.5997,151.618
061097,MOONAN FLAT (HIGH ST),-31.9201,151.2355
061098,BELLTREES HOMESTEAD,-32.0,151.1333
061099,BLAIR MORE 2,-32.2,150.8667
061100,BROKE (HARROWBY),-32.7667,151.0872
061101,BUCHANAN,-32.8167,151.5167
061102,CLIFFDALE,-32.0,150.9
061103,ELLALONG,-32.9,151.3
061104,ELLERSTON,-31.8,151.3
061105,GLENBIE,-32.2667,150.5167
061106,DUNGOG (MONKERAI HILL (URIMBIRRA)),-32.3564,151.8059
061107,GLEN MAYNARD,-32.1,151.0833
061108,GOSFORD STATE NURSERY,-33.4,151.3
061109,KENALEA,-32.1,151.1
061110,HOWES VALLEY (COMMISSION RD),-32.8736,150.7921
061111,DENMAN (MARTINDALE),-32.4833,150.6833
061112,DENMAN (MERTON),-32.4,150.7167
061113,NORTHCOURT,-31.9333,150.25
061114,RINGWOOD,-32.1667,150.1667
061115,ST.CLAIR,-32.3,151.3
061116,TOMAGO,-32.8333,151.7333
061117,WAMBERAL POST OFFICE,-33.4333,151.4467
061118,WARKWORTH 1 PUBLIC SCHOOL,-32.3,151.0167
061119,WISEMANS FERRY (OLD PO),-33.385,150.9859
061120,WORONDI,-32.0667,150.0833
061121,LOSTOCK POST OFFICE,-32.3167,151.4667
061122,DUNGOG (TILLEGRA),-32.3167,151.7167
061123,BUNDABULLA (MUSWELLBROOK),-32.2,150.9
061124,DARTMOUTH,-32.3,150.9
061125,OAKHAMPTON PARK,-32.7,151.5667
061126,PICKERING,-32.1667,150.9
061127,WOLLOMBI 3,-32.95,151.1667
061128,BRINDLEY PARK,-32.1,150.35
061129,HALTON (KINROSS),-32.3167,151.5167
061130,DOYLES CREEK (WOOD PARK),-32.5118,150.7964
061131,NEWCASTLE DOMINICAN CONVENT,-32.9,151.8
061132,WOLLOMBI (YANGO CREEK),-33.0,151.1
061133,BOLTON POINT (THE RIDGE WAY),-32.9906,151.6099
061134,BALAIBLUAN,-32.1667,150.55
061135,UPPER ROUCHEL (MOUNT VIEW),-32.1018,151.2333
061136,SALISBURY (BARRINGTON WILDERNESS COTTAG,-32.1524,151.5227
061137,BRUSH CREEK (BEBEAH),-33.15,151.2667
061138,GUNGAL (BEBREW),-32.2333,150.4833
061139,MOUNT YENGO (MARENA STUD),-33.0,151.0833
061140,BOREE TRACK,-32.9167,151.0
061141,QUORROBOLONG (EMMAVALE),-32.95,151.4
061142,BUCKETTY,-33.1167,151.1333
061143,BULGA (DOWN TOWN),-32.654,151.021
061144,CARLYLE,-31.9667,150.65
061145,CARRABOLLA,-32.2,151.4
061146,CARROW BROOK,-32.2722,151.3052
061147,CEDAR CREEK,-32.7667,151.2833
061148,CENTRAL PAGES,-31.7167,151.2333
061149,GLEN ALICE (EURELLA),-33.0167,150.25
061150,BULGA (CHARLTON),-32.6333,151.0667
061151,CHICHESTER DAM,-32.2426,151.683
061152,CONGEWAI (GREENOCK),-32.9995,151.2908
061153,MURRURUNDI (CRAWNEY),-31.6167,151.0333
061154,EGLINFORD,-32.9667,151.2667
061155,ELLERSTON 2 POST OFFICE,-31.8333,151.3167
061156,GILLI GILLI,-32.95,150.9833
061157,KARS SPRINGS (TWINS HILLS),-31.8667,150.5833
061158,GLENDON BROOK (LILYVALE),-32.5067,151.3779
061159,WOLLOMBI (ROSEDALE),-32.8987,151.1603
061160,HILLDALE (SUNDANCE),-32.5167,151.6573
061161,HOLBROOK (WIDDEN VALLEY),-32.65,150.35
061162,HOWES VALLEY (PUTTY RD),-32.8446,150.8398
061163,HUNTER SPRINGS,-31.85,151.4333
061164,LAGUNA (MURRAYS RUN),-33.1046,151.1677
061165,KULNURA NORTH (WILCHER),-33.1717,151.2067
061166,LAGOON MOUNTAIN,-31.7,150.9667
061167,BRANXTON (LAMBS VALLEY),-32.55,151.4833
061168,MUSWELLBROOK (LINDISFARNE),-32.3147,150.7552
061169,GRESFORD (DURHAM PARK),-32.3667,151.6333
061170,DUNGOG - MAIN CREEK (YERANDA),-32.2809,151.7948
